#symbol	Hepg2_with_UO126_reps_1&2_100ng	3ng15cycles	3ng20cycles	3ng30cycles	6ng15cycles	6ng20cycles	6ng30cycles	10ng15cycles	10ng20cycles	10ng30cycles	3ng15cycles_rep_2	3ng20cycles_rep_2	3ng30cycles_rep_2	6ng15cycles_rep_2	6ng20cycles_rep_2	6ng30cycles_rep_2	10ng15cycles_rep_2	10ng20cycles_rep_2	10ng30cycles_rep_2
hsa-miR-2681-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-2681-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-2682-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-2682-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-26a-1-3p	0.31	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	2.10	3.95	0.00	0.00	2.81	1.48	1.86	0.00	0.86	1.00
hsa-miR-26a-2-3p	4.61	6.40	8.62	3.83	9.53	4.91	9.55	3.45	13.64	4.20	0.00	5.85	3.63	2.81	1.48	4.65	8.08	15.49	2.00
hsa-miR-26a-5p	11616.85	38346.91	37402.64	40877.71	30084.61	35786.75	43561.72	31281.78	34457.56	42811.36	34286.55	37827.89	42282.28	35232.35	36712.75	49651.51	38576.99	36843.15	43792.78
hsa-miR-26b-3p	3.69	19.19	47.43	14.36	35.74	16.36	19.11	13.81	19.71	22.59	51.37	55.57	32.70	25.28	33.94	29.78	29.61	22.38	35.05
hsa-miR-27a-3p,hsa-miR-27b-3p	13827.76	24910.14	19688.66	20353.15	21845.06	21167.69	21202.26	22050.08	21313.69	22266.09	22345.33	21607.58	21373.70	22286.02	21201.94	22421.67	24820.64	21255.13	21120.83
hsa-miR-27a-5p	90.39	89.54	88.39	90.02	66.72	91.64	69.01	93.25	81.86	61.48	67.17	116.99	98.11	64.61	81.15	75.37	69.99	79.19	59.08
hsa-miR-27b-5p	88.55	127.91	116.41	135.99	150.11	160.36	128.46	151.96	121.28	130.31	185.72	163.78	123.55	146.06	119.52	113.53	158.83	123.09	128.17
hsa-miR-28-3p	2419.05	3958.76	3563.49	3380.54	3607.48	3092.68	3166.91	3374.25	3159.38	2964.01	3489.11	3506.70	3461.14	3103.86	3458.65	2881.92	3141.61	3091.78	2815.84
hsa-miR-28-5p	177.09	454.07	420.38	285.38	490.85	356.72	372.64	512.87	397.20	371.49	537.39	526.44	379.73	421.34	332.00	469.00	581.48	326.22	333.46
hsa-miR-2861	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-2909	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-296-3p	0.92	0.00	0.00	3.83	0.00	3.27	1.06	1.73	1.52	0.00	3.95	2.92	5.45	0.00	0.00	2.79	2.69	4.30	1.00
hsa-miR-296-5p	0.31	0.00	0.00	0.00	0.00	0.00	0.00	1.73	0.00	0.53	0.00	0.00	1.82	0.00	0.00	0.93	0.00	0.86	0.00
hsa-miR-297	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-298	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-299-3p	0.00	0.00	0.00	0.00	0.00	0.00	1.06	0.00	0.00	0.00	3.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50
hsa-miR-299-5p	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-29a-3p	224.13	639.54	435.47	450.10	612.37	490.90	439.52	578.49	547.28	608.99	624.33	643.43	555.96	660.10	522.34	643.01	734.93	500.09	513.20
hsa-miR-29a-5p	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	1.00
hsa-miR-29b-1-5p	0.61	0.00	6.47	2.87	0.00	1.64	1.06	0.00	0.00	0.53	0.00	0.00	0.00	2.81	2.95	2.79	5.38	0.00	2.50
hsa-miR-29b-2-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.45	0.00	0.00	0.00	0.00	1.82	0.00	0.00	0.00	5.38	0.00	0.00
hsa-miR-29b-3p,hsa-miR-29c-3p	16.60	38.37	23.71	41.18	47.66	27.82	43.53	32.81	40.93	34.15	19.76	46.79	30.89	53.37	33.94	60.49	37.69	29.27	19.03
hsa-miR-29c-5p	1.54	0.00	4.31	0.00	2.38	3.27	4.25	0.00	0.00	1.05	0.00	2.92	0.00	0.00	0.00	0.93	0.00	5.16	2.00
hsa-miR-300	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-301a-3p	8.61	0.00	2.16	7.66	4.77	11.45	6.37	8.63	13.64	11.03	0.00	0.00	9.08	8.43	1.48	10.24	8.08	1.72	7.01
hsa-miR-301a-5p	25.21	95.93	73.30	62.25	47.66	58.91	64.76	50.08	54.58	66.73	59.27	55.57	98.11	64.61	54.59	72.58	78.07	61.11	45.56
hsa-miR-301b-3p	8.92	19.19	2.16	7.66	19.06	14.73	12.74	19.00	13.64	15.76	39.51	11.70	9.08	11.24	7.38	16.75	10.77	16.35	15.02
hsa-miR-301b-5p	0.00	6.40	0.00	0.00	0.00	1.64	3.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-302a-3p,hsa-miR-302b-3p,hsa-miR-302c-3p,hsa-miR-302d-3p	2.15	0.00	0.00	0.96	0.00	8.18	1.06	0.00	0.00	0.53	0.00	2.92	0.00	0.00	0.00	0.00	10.77	0.00	0.00
hsa-miR-302a-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-302b-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-302c-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-302d-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-302e	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-302f	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3064-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3064-5p	7.07	25.58	8.62	12.45	14.30	16.36	4.25	10.36	3.03	4.20	11.85	2.92	9.08	5.62	11.80	16.75	10.77	7.75	9.51
hsa-miR-3065-3p	0.00	6.40	0.00	1.92	0.00	0.00	0.00	0.00	0.00	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50
hsa-miR-3065-5p	0.61	6.40	0.00	7.66	2.38	0.00	1.06	1.73	1.52	3.15	7.90	2.92	0.00	0.00	2.95	0.00	0.00	0.00	0.50
hsa-miR-3074-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50
hsa-miR-3074-5p	2.77	0.00	10.78	6.70	9.53	1.64	10.62	8.63	10.61	4.20	19.76	2.92	9.08	11.24	4.43	11.17	10.77	7.75	4.51
hsa-miR-30a-3p,hsa-miR-30e-3p	2825.81	2244.79	1720.31	1738.15	1877.61	1801.61	1772.96	1745.84	1917.76	1797.53	1734.68	1892.27	1715.13	1792.09	1719.00	1623.81	1650.22	1801.53	1626.72
hsa-miR-30a-5p	17.22	25.58	60.36	55.54	23.83	44.18	53.08	24.18	50.03	53.59	27.66	38.02	61.77	33.71	60.50	57.69	48.46	38.73	63.59
hsa-miR-30b-3p	3.07	25.58	17.25	22.03	26.21	6.55	8.49	12.09	7.58	13.66	15.81	11.70	5.45	8.43	11.80	12.10	13.46	7.75	15.02
hsa-miR-30b-5p,hsa-miR-30c-5p	1248.57	2232.00	1957.44	2059.93	2437.55	2320.33	2865.40	2583.36	2505.98	3271.92	2303.68	2605.90	2676.25	2446.57	2369.71	3613.34	3472.74	2571.89	2986.58
hsa-miR-30c-1-3p	7.07	51.16	6.47	23.94	30.98	13.09	7.43	22.45	9.10	12.61	19.76	11.70	10.90	14.04	10.33	17.68	24.23	10.33	10.01
hsa-miR-30c-2-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-30d-3p	14.14	12.79	4.31	19.15	26.21	14.73	15.92	8.63	18.19	21.02	19.76	5.85	16.35	2.81	16.23	18.61	8.08	18.94	21.53
hsa-miR-30d-5p	11349.06	27186.91	23607.86	26387.36	22755.27	24075.47	26495.66	23586.97	23561.94	24353.14	24107.67	24128.66	26175.70	23597.78	23984.80	25649.76	23156.96	23968.19	24926.02
hsa-miR-30e-5p	750.19	2615.73	2481.29	3098.99	2389.90	2564.14	3436.57	2338.15	2578.75	3512.05	2679.07	2872.04	3455.69	2617.92	2536.44	4203.31	3077.01	2592.55	3380.11
hsa-miR-31-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-31-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3115	2.46	0.00	0.00	4.79	0.00	1.64	4.25	1.73	4.55	4.73	0.00	5.85	0.00	0.00	2.95	3.72	5.38	4.30	2.00
hsa-miR-3116	1.23	0.00	0.00	0.96	0.00	0.00	2.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	2.69	0.00	0.00
hsa-miR-3117-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3117-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3119	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3120-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3120-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3121-3p	0.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.05	0.00	0.00	0.00	2.81	2.95	0.93	0.00	0.86	0.50
hsa-miR-3121-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3122	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.01
hsa-miR-3123	0.31	6.40	0.00	0.00	0.00	1.64	5.31	8.63	1.52	2.63	0.00	0.00	10.90	0.00	2.95	2.79	2.69	6.03	0.50
hsa-miR-3124-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3124-5p	1.84	0.00	0.00	1.92	0.00	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.86	2.00
hsa-miR-3125	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3126-3p	0.00	0.00	2.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3126-5p	0.00	0.00	0.00	0.00	0.00	1.64	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50
hsa-miR-3127-3p	1.23	6.40	8.62	4.79	4.77	4.91	1.06	0.00	3.03	3.68	3.95	0.00	0.00	0.00	7.38	1.86	5.38	9.47	3.50
hsa-miR-3127-5p	5.84	6.40	19.40	8.62	11.91	8.18	5.31	12.09	9.10	3.15	23.71	8.77	10.90	0.00	1.48	9.31	10.77	4.30	6.01
hsa-miR-3128	2.46	0.00	0.00	1.92	0.00	1.64	0.00	1.73	4.55	0.00	0.00	0.00	0.00	2.81	4.43	0.00	0.00	1.72	1.00
hsa-miR-3129-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3129-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3130-3p	0.00	0.00	0.00	8.62	2.38	0.00	3.18	3.45	1.52	2.10	0.00	0.00	0.00	2.81	4.43	0.93	0.00	0.00	0.50
hsa-miR-3130-5p	0.31	0.00	0.00	0.96	2.38	1.64	3.18	0.00	1.52	1.58	3.95	0.00	1.82	2.81	0.00	2.79	0.00	1.72	2.50
hsa-miR-3131	1.23	19.19	4.31	1.92	0.00	3.27	0.00	3.45	0.00	1.58	0.00	0.00	7.27	2.81	0.00	1.86	0.00	0.00	2.50
hsa-miR-3132	0.61	0.00	0.00	4.79	2.38	0.00	1.06	0.00	0.00	1.58	0.00	0.00	3.63	0.00	0.00	0.93	0.00	0.00	1.00
hsa-miR-3133	1.84	0.00	2.16	0.00	0.00	0.00	0.00	0.00	3.03	0.00	0.00	8.77	0.00	0.00	0.00	0.93	0.00	0.86	3.00
hsa-miR-3134	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3135a	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3135b	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3136-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3136-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.48	0.00	0.00	0.00	0.00
hsa-miR-3137	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3138	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
hsa-miR-3139	0.61	0.00	0.00	0.00	7.15	1.64	0.00	1.73	4.55	3.15	0.00	2.92	0.00	0.00	2.95	2.79	5.38	0.00	0.50
hsa-miR-3140-3p	0.00	0.00	0.00	0.00	2.38	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.00
hsa-miR-3140-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00
hsa-miR-3141	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.81	0.00	0.00	0.00	0.00	0.00
hsa-miR-3142	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	1.00
hsa-miR-3143	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3144-3p	4.92	6.40	12.93	18.20	4.77	13.09	12.74	8.63	7.58	21.54	11.85	5.85	23.62	16.85	19.18	21.40	16.15	10.33	21.53
hsa-miR-3144-5p	0.31	0.00	0.00	0.00	0.00	1.64	1.06	1.73	1.52	0.53	7.90	2.92	0.00	0.00	0.00	3.72	0.00	0.00	4.51
hsa-miR-3145-3p	0.92	0.00	0.00	3.83	0.00	8.18	0.00	5.18	4.55	1.58	7.90	0.00	1.82	5.62	1.48	1.86	0.00	0.00	1.00
hsa-miR-3145-5p	0.31	12.79	0.00	0.00	9.53	3.27	1.06	1.73	0.00	1.58	0.00	0.00	1.82	0.00	2.95	0.00	0.00	2.58	0.00
hsa-miR-3146	0.00	6.40	0.00	0.00	2.38	0.00	1.06	0.00	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.00
hsa-miR-3147	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3148	1.23	0.00	2.16	0.00	9.53	0.00	2.12	0.00	0.00	2.10	0.00	5.85	1.82	2.81	0.00	0.00	5.38	3.44	0.50
hsa-miR-3149	1.54	0.00	0.00	3.83	0.00	0.00	4.25	1.73	1.52	3.68	3.95	0.00	0.00	0.00	4.43	1.86	5.38	5.16	2.50
hsa-miR-3150a-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3150a-5p	0.92	0.00	2.16	0.00	0.00	3.27	7.43	15.54	4.55	3.15	0.00	2.92	10.90	2.81	1.48	3.72	0.00	5.16	2.50
hsa-miR-3150b-3p	0.61	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3150b-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3151-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3151-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3152-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3152-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3153	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3154	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	5.85	0.00	0.00	0.00	0.00	5.38	0.00	0.00
hsa-miR-3155a,hsa-miR-3155b	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3156-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3156-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3157-3p	0.92	0.00	4.31	0.00	0.00	0.00	0.00	1.73	3.03	2.10	0.00	0.00	0.00	2.81	0.00	0.00	0.00	0.00	0.50
hsa-miR-3157-5p	0.31	0.00	0.00	4.79	0.00	0.00	0.00	6.91	0.00	2.63	0.00	0.00	1.82	0.00	0.00	0.00	2.69	1.72	1.50
hsa-miR-3158-3p	65.18	102.33	62.52	38.31	59.57	57.27	69.01	58.71	65.19	38.36	63.22	29.25	52.69	58.99	33.94	40.94	53.84	61.11	46.06
hsa-miR-3158-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3159	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3160-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.18	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3160-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3161	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3162-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3162-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3163	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	2.95	0.93	2.69	0.00	0.00
hsa-miR-3164	3.07	0.00	0.00	0.96	9.53	6.55	1.06	0.00	3.03	2.10	0.00	2.92	0.00	5.62	2.95	0.00	0.00	0.86	4.01
hsa-miR-3165	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3166	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3167	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3168	0.00	0.00	2.16	4.79	0.00	1.64	2.12	1.73	1.52	0.53	3.95	5.85	0.00	0.00	1.48	1.86	0.00	2.58	0.50
hsa-miR-3169	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3170	2.77	0.00	4.31	0.00	0.00	0.00	3.18	0.00	3.03	1.05	3.95	0.00	0.00	5.62	0.00	2.79	0.00	2.58	1.50
hsa-miR-3171	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3173-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3173-5p	1.54	12.79	0.00	8.62	2.38	6.55	13.80	0.00	7.58	1.58	3.95	14.62	5.45	0.00	1.48	3.72	0.00	3.44	4.51
hsa-miR-3174	8.30	38.37	15.09	20.11	9.53	18.00	11.68	17.27	12.13	12.09	7.90	5.85	1.82	2.81	16.23	9.31	21.54	17.21	7.01
hsa-miR-3175	5.53	0.00	0.00	3.83	4.77	3.27	6.37	1.73	6.06	4.73	0.00	2.92	12.72	5.62	0.00	2.79	2.69	4.30	4.01
hsa-miR-3176	2.77	19.19	0.00	0.00	2.38	6.55	1.06	0.00	4.55	4.20	0.00	0.00	5.45	2.81	13.28	3.72	8.08	6.03	2.50
hsa-miR-3177-3p	30.44	19.19	34.49	45.01	28.59	32.73	46.71	27.63	33.35	46.76	31.61	32.17	32.70	25.28	28.04	33.50	37.69	43.04	49.07
hsa-miR-3177-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3178	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3179	4.00	0.00	2.16	10.53	7.15	9.82	16.99	5.18	10.61	8.41	27.66	0.00	3.63	8.43	5.90	12.10	5.38	8.61	8.51
hsa-miR-3180,hsa-miR-3180-3p	4.00	12.79	4.31	20.11	2.38	4.91	5.31	12.09	9.10	7.36	19.76	17.55	3.63	5.62	7.38	10.24	13.46	12.05	7.01
hsa-miR-3180-5p	0.92	0.00	0.00	0.00	0.00	0.00	3.18	3.45	1.52	0.53	0.00	0.00	1.82	0.00	0.00	0.00	2.69	0.86	0.50
hsa-miR-3181	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.72	0.00
hsa-miR-3182	895.92	1873.86	2259.25	2813.60	2280.29	2323.60	3069.24	2212.09	2299.80	2937.74	2228.61	2468.44	3217.68	1879.17	2316.59	2512.49	2102.49	2587.39	3064.18
hsa-miR-3183	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3184-3p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3184-5p	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsa-miR-3185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
