#symbol	"Hepg2_with_UO126_reps_1&2_100ng"	"3ng15cycles"	"3ng20cycles"	"3ng30cycles"	"6ng15cycles"	"6ng20cycles"	"6ng30cycles"	"10ng15cycles"	"10ng20cycles"	"10ng30cycles"	"3ng15cycles_rep_2"	"3ng20cycles_rep_2"	"3ng30cycles_rep_2"	"6ng15cycles_rep_2"	"6ng20cycles_rep_2"	"6ng30cycles_rep_2"	"10ng15cycles_rep_2"	"10ng20cycles_rep_2"	"10ng30cycles_rep_2"
hsa-miR-1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-154-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-154-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-155-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-155-5p	0	1	4	7	2	6	17	3	9	14	5	4	14	1	5	11	1	2	14
hsa-miR-1587	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-15a-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-15a-5p	0	0	2	0	0	0	0	0	1	1	0	2	0	0	1	6	1	3	1
hsa-miR-15b-3p	46	4	11	18	5	11	30	10	17	70	9	15	16	3	9	60	12	38	74
hsa-miR-15b-5p	3	0	3	3	2	1	1	0	4	5	0	0	1	0	0	1	1	11	3
hsa-miR-16-1-3p	0	0	1	0	0	2	0	1	0	5	0	0	0	0	0	2	1	4	0
hsa-miR-16-2-3p	88	34	65	147	51	79	151	68	76	255	40	55	100	34	90	178	33	151	296
hsa-miR-16-5p	34	0	3	3	16	25	14	5	20	56	5	7	10	4	14	32	8	37	38
hsa-miR-17-3p	5	0	1	4	0	3	1	1	1	6	0	1	0	0	2	6	0	1	13
hsa-miR-17-5p	983	126	333	766	423	520	782	588	542	1849	225	365	501	296	587	834	404	957	1545
hsa-miR-181a-2-3p	187	7	38	74	19	54	66	40	52	115	15	16	21	18	64	80	23	79	142
hsa-miR-181a-3p	98	3	15	42	18	19	32	25	41	64	13	12	21	19	27	39	17	53	70
hsa-miR-181a-5p	303	45	87	256	99	124	206	119	137	463	52	72	130	64	146	303	89	199	447
hsa-miR-181b-2-3p	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	0
hsa-miR-181b-3p	4	0	0	6	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-181b-5p	161	20	63	138	77	70	127	78	93	288	49	56	82	45	84	200	58	145	287
hsa-miR-181c-3p	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-181c-5p	4	0	3	7	1	3	3	3	3	19	1	1	6	2	0	8	4	7	16
hsa-miR-181d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181d-5p	186	28	51	129	53	64	135	67	72	256	24	29	77	26	90	165	39	118	239
hsa-miR-182-3p	2	2	3	2	0	1	1	3	3	7	0	0	0	0	2	2	1	1	9
hsa-miR-182-5p	10502	598	1619	3580	1192	2040	3687	1794	2174	5709	835	1070	1934	1177	2278	3709	1163	3902	7112
hsa-miR-1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1827	68	4	34	68	15	25	50	20	29	94	4	12	46	11	30	49	10	45	105
hsa-miR-183-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-183-5p	11152	713	1897	4309	1424	2248	3562	1965	2369	6464	834	1197	2145	1314	2388	3836	1146	3874	7131
hsa-miR-184	56	0	4	7	2	5	23	4	4	21	3	6	6	10	8	19	4	19	19
hsa-miR-185-3p	83	2	8	27	11	12	27	15	10	25	6	3	11	7	21	23	10	26	40
hsa-miR-185-5p,hsa-miR-4306	404	30	61	199	90	116	157	148	159	430	68	68	104	67	130	204	86	238	388
hsa-miR-186-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-186-5p	1241	283	665	1538	544	824	1630	670	841	3551	389	523	991	462	953	2531	614	1579	3503
hsa-miR-187-3p	3	0	3	2	0	2	1	1	2	2	0	0	0	0	1	2	0	0	6
hsa-miR-187-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-188-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-188-5p	6	0	0	3	3	0	2	4	0	2	0	0	5	1	2	4	0	0	9
hsa-miR-18a-3p	46	7	14	48	15	36	43	25	28	119	9	18	21	15	31	49	12	39	114
hsa-miR-18a-5p,hsa-miR-18b-5p	76	8	20	43	27	24	54	26	27	129	27	20	16	13	35	58	28	56	102
hsa-miR-18b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1908-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1908-5p	9	8	17	59	14	20	19	21	20	62	16	19	35	8	30	37	12	37	72
hsa-miR-1909-3p	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	2	0	1	0
hsa-miR-1909-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-190a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-190a-5p,hsa-miR-190b	19	1	6	13	6	13	17	7	7	40	4	5	7	10	6	23	2	29	42
hsa-miR-191-3p	7	0	1	1	2	4	8	1	6	19	2	1	3	3	6	7	2	4	8
hsa-miR-191-5p	3956	553	1457	3010	1528	2028	3404	2137	2356	8188	938	1326	2124	1327	2407	4310	1738	3977	7621
hsa-miR-1910-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-1910-5p	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	2
hsa-miR-1911-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1911-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1914-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1914-5p	1	3	6	35	5	6	10	3	7	16	4	9	11	3	10	14	3	5	28
hsa-miR-1915-3p	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-1915-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-192-3p	2	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	1	1	3
hsa-miR-192-5p	205146	8819	25153	59332	21714	34081	54360	31386	37324	103520	13609	18364	28875	19545	38512	62467	20396	66781	115599
hsa-miR-193a-3p	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-193a-5p	11	4	5	20	7	3	7	5	6	14	2	9	25	1	10	12	4	12	15
hsa-miR-193b-3p	175	10	16	63	28	29	83	32	60	210	15	19	15	25	48	123	42	107	179
hsa-miR-193b-5p	33	15	19	96	16	17	18	8	16	55	13	15	28	6	18	25	9	31	39
hsa-miR-194-3p	311	20	49	113	36	49	98	48	80	226	23	30	52	34	67	130	29	96	223
hsa-miR-194-5p	2747	223	574	1270	847	993	1402	1079	977	3693	490	676	955	646	1122	1692	957	1748	3058
hsa-miR-195-3p	21	1	9	7	6	11	3	5	14	26	0	2	6	5	14	11	0	21	25
hsa-miR-195-5p	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0
hsa-miR-196a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196a-5p	6	0	10	13	2	11	6	6	2	8	1	4	8	2	4	8	2	8	13
hsa-miR-196b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-5p	3	0	0	3	1	2	1	2	0	1	0	0	1	0	0	1	1	3	2
hsa-miR-197-3p	187	16	36	39	39	50	70	41	45	119	36	22	44	32	48	89	37	189	101
hsa-miR-197-5p	1	0	0	2	0	1	2	0	1	0	1	0	0	0	1	0	0	1	3
hsa-miR-1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1973	0	0	1	0	0	0	0	0	0	8	0	0	2	1	1	1	0	2	2
hsa-miR-1976	6	0	1	2	0	0	4	1	2	6	0	0	1	0	2	1	0	2	1
hsa-miR-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-199a-3p,hsa-miR-199b-3p	57	0	10	25	13	15	39	17	19	81	2	5	23	11	17	45	11	24	47
hsa-miR-199a-5p	4	0	0	6	3	2	3	2	3	4	1	1	0	2	0	3	1	3	8
hsa-miR-199b-5p	312	6	31	70	23	41	90	70	55	174	15	19	46	23	66	98	28	89	172
hsa-miR-19a-3p	92	12	31	95	36	58	125	76	76	218	28	37	88	40	59	143	44	120	226
hsa-miR-19a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19b-1-5p,hsa-miR-19b-2-5p	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0
hsa-miR-19b-3p	177	20	46	136	63	97	129	84	84	364	53	68	102	80	103	197	71	171	308
hsa-miR-200a-5p	2007	42	143	273	107	166	274	190	150	551	67	109	138	96	179	241	118	355	430
hsa-miR-200b-3p	17719	1279	3074	6905	3476	4649	6138	4890	4759	13451	1978	2618	3866	2679	4834	6980	2955	8620	13390
hsa-miR-200b-5p	103	21	30	112	66	65	80	68	65	182	27	40	60	33	81	115	26	114	206
hsa-miR-200c-3p	184	33	66	127	95	79	127	107	113	277	43	61	89	49	95	141	60	215	321
hsa-miR-200c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-203a-3p	1	3	20	12	5	2	6	5	2	6	8	11	4	0	5	13	16	37	17
hsa-miR-203a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-203b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-203b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-204-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-204-5p,hsa-miR-211-5p	13	0	5	8	6	3	3	4	3	14	2	3	12	0	5	9	2	10	12
hsa-miR-205-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-205-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-206	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3
hsa-miR-208a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208b-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2
hsa-miR-208b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20a-3p	0	0	0	1	0	0	1	1	0	3	0	0	0	0	1	1	0	0	2
hsa-miR-20a-5p	1714	224	557	1190	782	922	1389	1037	972	3169	482	640	889	657	1111	1513	766	1675	2566
hsa-miR-20b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20b-5p	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-21-3p	717	36	97	229	69	164	273	134	195	514	63	82	135	107	187	316	102	276	540
hsa-miR-21-5p	1071124	64681	172333	369302	189600	248783	343638	260957	272829	770310	106348	143327	205177	150720	276203	412596	161284	469400	745953
hsa-miR-210-3p	2101	197	374	1018	396	539	941	543	603	2141	260	333	602	340	637	1364	355	1190	2161
hsa-miR-210-5p	7	0	0	3	0	0	0	0	0	1	0	0	0	1	1	2	0	5	0
hsa-miR-211-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2110	44	18	46	156	27	46	74	28	50	115	24	36	41	29	60	94	28	72	130
hsa-miR-2113	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-2114-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2114-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2115-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2115-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2116-3p	0	0	0	0	3	0	0	0	2	1	0	0	0	0	1	0	0	0	0
hsa-miR-2116-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-212-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-212-5p	16	1	2	5	5	4	4	5	6	16	2	1	3	4	9	8	2	12	12
hsa-miR-214-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-214-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-215-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-215-5p	80	10	19	38	17	23	56	30	28	91	9	14	22	12	39	56	12	53	101
hsa-miR-216a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-216a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-216b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-216b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-217	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-218-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-218-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-218-5p	5	0	0	3	1	5	0	2	1	1	1	3	2	2	1	10	1	4	12
hsa-miR-219a-1-3p	74	4	12	36	16	21	9	17	13	40	6	3	10	9	12	15	5	30	40
hsa-miR-219a-2-3p	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0
hsa-miR-219a-5p	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0
hsa-miR-219b-3p	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
hsa-miR-219b-5p	2	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	1	4	3
hsa-miR-22-3p	2354	462	1224	3071	989	1497	2946	1262	1449	6210	748	989	1941	874	1681	3759	1162	2803	6086
hsa-miR-22-5p	59	8	13	80	23	23	63	20	33	108	14	17	31	14	38	84	20	64	161
hsa-miR-221-3p	687	41	110	275	116	155	349	158	255	763	67	103	167	77	204	405	139	407	731
hsa-miR-221-5p	164	1	15	48	14	35	47	26	40	91	12	10	22	16	32	46	15	79	124
hsa-miR-222-3p	1341	262	936	2356	595	1049	1986	711	863	2834	416	666	1248	565	1117	2204	497	1593	3583
hsa-miR-222-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-223-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-223-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-224-3p	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-224-5p	12008	1252	3311	8542	2993	4595	7919	3928	4757	15514	1890	2709	4580	2703	5178	9806	2761	8174	16096
hsa-miR-2276-3p	2	0	0	2	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0
hsa-miR-2276-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-2277-3p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-2277-5p	10	0	0	6	1	2	5	2	5	7	0	3	1	2	9	2	1	1	8
hsa-miR-2278	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-2355-3p	3	0	1	3	4	0	1	2	2	3	0	0	1	0	0	1	1	7	5
hsa-miR-2355-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-23a-3p,hsa-miR-23b-3p	2129	35	103	261	133	149	363	184	228	1006	88	93	150	126	234	491	182	488	777
hsa-miR-23a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-23b-5p	20	5	18	44	13	11	34	15	18	62	8	8	11	9	25	30	8	43	80
hsa-miR-23c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-24-1-5p,hsa-miR-24-2-5p	4	0	0	1	1	0	1	0	1	2	0	0	1	0	1	5	0	10	1
hsa-miR-24-3p	6831	655	1482	3010	1843	2294	2983	2618	2182	6937	1084	1331	1899	1336	2327	3046	1659	4399	5908
hsa-miR-2467-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-2467-5p	3	0	2	0	0	0	4	3	2	2	6	0	0	0	2	2	1	2	12
hsa-miR-25-3p	22028	952	2304	5155	2536	3344	4912	3552	3715	11160	1438	1815	2771	1998	3758	5136	2183	6689	10129
hsa-miR-25-5p	19	7	10	28	5	12	27	21	19	47	5	11	12	10	14	31	11	23	44
hsa-miR-2681-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2681-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2682-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2682-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-26a-1-3p	1	0	0	0	0	0	1	0	0	4	1	0	0	1	1	2	0	1	2
hsa-miR-26a-2-3p	15	1	4	4	4	3	9	2	9	8	0	2	2	1	1	5	3	18	4
hsa-miR-26a-5p	37784	5996	17350	42685	12626	21870	41032	18115	22729	81477	8677	12934	23272	12543	24881	53357	14330	42804	87466
hsa-miR-26b-3p	12	3	22	15	15	10	18	8	13	43	13	19	18	9	23	32	11	26	70
hsa-miR-27a-3p,hsa-miR-27b-3p	44975	3895	9133	21253	9168	12936	19971	12769	14059	42376	5655	7388	11764	7934	14369	24095	9220	24694	42184
hsa-miR-27a-5p	294	14	41	94	28	56	65	54	54	117	17	40	54	23	55	81	26	92	118
hsa-miR-27b-5p	288	20	54	142	63	98	121	88	80	248	47	56	68	52	81	122	59	143	256
hsa-miR-28-3p	7868	619	1653	3530	1514	1890	2983	1954	2084	5641	883	1199	1905	1105	2344	3097	1167	3592	5624
hsa-miR-28-5p	576	71	195	298	206	218	351	297	262	707	136	180	209	150	225	504	216	379	666
hsa-miR-2861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-296-3p	3	0	0	4	0	2	1	1	1	0	1	1	3	0	0	3	1	5	2
hsa-miR-296-5p	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0
hsa-miR-297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-299-3p	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-299-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29a-3p	729	100	202	470	257	300	414	335	361	1159	158	220	306	235	354	691	273	581	1025
hsa-miR-29a-5p	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	2
hsa-miR-29b-1-5p	2	0	3	3	0	1	1	0	0	1	0	0	0	1	2	3	2	0	5
hsa-miR-29b-2-5p	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0
hsa-miR-29b-3p,hsa-miR-29c-3p	54	6	11	43	20	17	41	19	27	65	5	16	17	19	23	65	14	34	38
hsa-miR-29c-5p	5	0	2	0	1	2	4	0	0	2	0	1	0	0	0	1	0	6	4
hsa-miR-300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-301a-3p	28	0	1	8	2	7	6	5	9	21	0	0	5	3	1	11	3	2	14
hsa-miR-301a-5p	82	15	34	65	20	36	61	29	36	127	15	19	54	23	37	78	29	71	91
hsa-miR-301b-3p	29	3	1	8	8	9	12	11	9	30	10	4	5	4	5	18	4	19	30
hsa-miR-301b-5p	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302a-3p,hsa-miR-302b-3p,hsa-miR-302c-3p,hsa-miR-302d-3p	7	0	0	1	0	5	1	0	0	1	0	1	0	0	0	0	4	0	0
hsa-miR-302a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302d-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3064-5p	23	4	4	13	6	10	4	6	2	8	3	1	5	2	8	18	4	9	19
hsa-miR-3065-3p	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
hsa-miR-3065-5p	2	1	0	8	1	0	1	1	1	6	2	1	0	0	2	0	0	0	1
hsa-miR-3074-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-3074-5p	9	0	5	7	4	1	10	5	7	8	5	1	5	4	3	12	4	9	9
hsa-miR-30a-3p,hsa-miR-30e-3p	9191	351	798	1815	788	1101	1670	1011	1265	3421	439	647	944	638	1165	1745	613	2093	3249
hsa-miR-30a-5p	56	4	28	58	10	27	50	14	33	102	7	13	34	12	41	62	18	45	127
hsa-miR-30b-3p	10	4	8	23	11	4	8	7	5	26	4	4	3	3	8	13	5	9	30
hsa-miR-30b-5p,hsa-miR-30c-5p	4061	349	908	2151	1023	1418	2699	1496	1653	6227	583	891	1473	871	1606	3883	1290	2988	5965
hsa-miR-30c-1-3p	23	8	3	25	13	8	7	13	6	24	5	4	6	5	7	19	9	12	20
hsa-miR-30c-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30d-3p	46	2	2	20	11	9	15	5	12	40	5	2	9	1	11	20	3	22	43
hsa-miR-30d-5p	36913	4251	10951	27554	9550	14713	24957	13659	15542	46348	6101	8250	14407	8401	16255	27564	8602	27846	49784
hsa-miR-30e-5p	2440	409	1151	3236	1003	1567	3237	1354	1701	6684	678	982	1902	932	1719	4517	1143	3012	6751
hsa-miR-31-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-31-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3115	8	0	0	5	0	1	4	1	3	9	0	2	0	0	2	4	2	5	4
hsa-miR-3116	4	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0
hsa-miR-3117-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3117-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3120-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3121-3p	2	0	0	0	0	0	0	0	0	2	0	0	0	1	2	1	0	1	1
hsa-miR-3121-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
hsa-miR-3123	1	1	0	0	0	1	5	5	1	5	0	0	6	0	2	3	1	7	1
hsa-miR-3124-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3124-5p	6	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	1	4
hsa-miR-3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3126-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3126-5p	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-3127-3p	4	1	4	5	2	3	1	0	2	7	1	0	0	0	5	2	2	11	7
hsa-miR-3127-5p	19	1	9	9	5	5	5	7	6	6	6	3	6	0	1	10	4	5	12
hsa-miR-3128	8	0	0	2	0	1	0	1	3	0	0	0	0	1	3	0	0	2	2
hsa-miR-3129-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3129-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3130-3p	0	0	0	9	1	0	3	2	1	4	0	0	0	1	3	1	0	0	1
hsa-miR-3130-5p	1	0	0	1	1	1	3	0	1	3	1	0	1	1	0	3	0	2	5
hsa-miR-3131	4	3	2	2	0	2	0	2	0	3	0	0	4	1	0	2	0	0	5
hsa-miR-3132	2	0	0	5	1	0	1	0	0	3	0	0	2	0	0	1	0	0	2
hsa-miR-3133	6	0	1	0	0	0	0	0	2	0	0	3	0	0	0	1	0	1	6
hsa-miR-3134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3135a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3135b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
